"","ensembl_gene_id","mgi_symbol","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ENSMUSG00000027463","ENSMUSG00000027463","Slc52a3",-3.30477103305011,1.10029319357054,-4.50782957405185,0.000161013337963992,0.0799606237489008,0.738445045705252
"ENSMUSG00000030054","ENSMUSG00000030054","Gp9",3.31309966401983,0.831463362169061,4.44070873475897,0.000190259737100844,0.0843994685081023,0.529174464176323
"ENSMUSG00000039943","ENSMUSG00000039943","Plcb4",3.2330168579389,1.03031963322112,4.43678910494748,0.000192123308386455,0.0843994685081023,0.49477921169348
"ENSMUSG00000020009","ENSMUSG00000020009","Ifngr1",0.75870081891161,7.72271024850612,4.41912342369971,0.000200751572214872,0.0843994685081023,0.344316099110876
"ENSMUSG00000052160","ENSMUSG00000052160","Pld4",3.50934183606992,2.67229909805742,4.40679379531719,0.000207002194416364,0.0843994685081023,0.511341370889492
"ENSMUSG00000020649","ENSMUSG00000020649","Rrm2",2.26874133895735,4.20453619300322,4.40220862950415,0.000209376005487617,0.0843994685081023,0.675263585031335
"ENSMUSG00000026605","ENSMUSG00000026605","Cenpf",2.84538020387172,1.45800584660522,4.35707450592986,0.000234244807998853,0.0843994685081023,0.291160918014795
"ENSMUSG00000028637","ENSMUSG00000028637","Ccdc30",-2.50094750989381,1.56676671615195,-4.34843864392728,0.000239329266049218,0.0843994685081023,0.353939910564964
"ENSMUSG00000090963","ENSMUSG00000090963","Gm17655",-3.04440112367602,1.28562742766538,-4.34655130029057,0.000240455055060848,0.0843994685081023,0.393480367817068
"ENSMUSG00000017493","ENSMUSG00000017493","Igfbp4",-0.77326041853143,9.03678682085469,-4.33206534958233,0.000249273748713666,0.0843994685081023,-0.0267331947144287
"ENSMUSG00000053846","ENSMUSG00000053846","Lipg",-2.69751568314804,0.334641096064916,-4.32040423823259,0.00025660678915827,0.0843994685081023,0.257186096710261
"ENSMUSG00000034311","ENSMUSG00000034311","Kif4",2.8566330400255,0.826523647252226,4.31506216815043,0.000260037668709272,0.0843994685081023,0.187259977897449
"ENSMUSG00000022037","ENSMUSG00000022037","Clu",3.25267138368629,1.78751938394834,4.305684245441,0.000266171625993471,0.0843994685081023,0.317471796731255
"ENSMUSG00000079018","ENSMUSG00000079018","Ly6c1",-0.83902432760925,7.82104002915604,-4.30138997211254,0.000269028439750727,0.0843994685081023,-0.0360719288921443
"ENSMUSG00000050931","ENSMUSG00000050931","Sgms2",2.98461266956929,-0.149056449738606,4.27995514287964,0.00028375220646884,0.0843994685081023,0.128386074256285
"ENSMUSG00000020423","ENSMUSG00000020423","Btg2",0.637946457601798,9.02098681437007,4.27417316056746,0.000287859759970997,0.0843994685081023,-0.21606107381331
"ENSMUSG00000032135","ENSMUSG00000032135","Mcam",2.91714483719825,0.582572641017173,4.27372739022647,0.000288178889145158,0.0843994685081023,0.183443428512937
"ENSMUSG00000006344","ENSMUSG00000006344","Ggt5",2.66936695818032,3.6146437229367,4.23849227326511,0.000314552517743012,0.0881474623728058,0.0921354581863296
"ENSMUSG00000038623","ENSMUSG00000038623","Tm6sf1",2.91091612170054,2.41639997660385,4.23612165378682,0.00031641095756304,0.0881474623728058,0.108204821260627
"ENSMUSG00000066258","ENSMUSG00000066258","Trim12a",1.51012227361142,5.92278596632095,4.2181287464064,0.000330877742654814,0.0899829899191258,0.303319342464964
"ENSMUSG00000031004","ENSMUSG00000031004","Mki67",2.98291262323233,3.51802193145821,4.17407061906764,0.000369144103143745,0.0962194583003084,0.092146992498253
"ENSMUSG00000066306","ENSMUSG00000066306","Numa1",0.724542350217969,7.44885562712118,4.17242249861304,0.000370658042830815,0.0962194583003084,-0.201799602926376
"ENSMUSG00000031778","ENSMUSG00000031778","Cx3cl1",2.89111037305781,0.26545455085253,4.15228606844593,0.000389661654308672,0.0977360265190058,-0.0591416186436922
"ENSMUSG00000063488","ENSMUSG00000063488","Zkscan7",2.90584768690986,0.925667982427612,4.14773504852614,0.000394089202363624,0.0977360265190058,-0.116326297464773
"ENSMUSG00000032402","ENSMUSG00000032402","Smad3",-0.743554446811769,6.50114692885393,-4.1395578513062,0.000402170657187294,0.0977360265190058,-0.258719440620499
