"","Har48hVsNaive_unique","NoHar48hVsNaive_unique","Har48hVsNaive_NoHar48hVsNaive_intersection"
"3661",NA,NA,"Kctd12"
"3662",NA,NA,"Optn"
"3663",NA,NA,"Pgap3"
"3664",NA,NA,"Igf2bp3"
"3665",NA,NA,"Fam222a"
"3666",NA,NA,"Dbt"
"3667",NA,NA,"Patl2"
"3668",NA,NA,"Katnal2"
"3669",NA,NA,"Alkbh4"
"3670",NA,NA,"Fmo5"
"3671",NA,NA,"Tifab"
"3672",NA,NA,"Ids"
"3673",NA,NA,"Grm6"
"3674",NA,NA,"Gm6169"
"3675",NA,NA,"Slamf8"
"3676",NA,NA,"Fam83g"
"3677",NA,NA,"Krt17"
"3678",NA,NA,"Tmem273"
"3679",NA,NA,"Itch"
"3680",NA,NA,"Ptch1"
"3681",NA,NA,"Cchcr1"
"3682",NA,NA,"Klra4"
"3683",NA,NA,"Btbd11"
"3684",NA,NA,"Med12"
"3685",NA,NA,"Acad10"
"3686",NA,NA,"Tmem231"
"3687",NA,NA,"Trbv26"
"3688",NA,NA,"Phf2"
"3689",NA,NA,"F13a1"
"3690",NA,NA,"Alpl"
"3691",NA,NA,"Hfe"
"3692",NA,NA,"Tnfrsf8"
"3693",NA,NA,"Kif9"
"3694",NA,NA,"Chst11"
"3695",NA,NA,"Hspa1a"
"3696",NA,NA,"Obsl1"
"3697",NA,NA,"Agap2"
"3698",NA,NA,"Fpr1"
"3699",NA,NA,"Sema4c"
"3700",NA,NA,"Tmem38a"
"3701",NA,NA,"Whamm"
"3702",NA,NA,"Syne1"
"3703",NA,NA,"Nphp1"
"3704",NA,NA,"Kcnh2"
"3705",NA,NA,"Dclre1a"
"3706",NA,NA,"Zfp41"
"3707",NA,NA,"Paox"
"3708",NA,NA,"Col14a1"
"3709",NA,NA,"Prkce"
"3710",NA,NA,"Tha1"
"3711",NA,NA,"Spice1"
"3712",NA,NA,"Cpt1c"
"3713",NA,NA,"Igkv16-104"
"3714",NA,NA,"Ddb1"
"3715",NA,NA,"Fbxo45"
"3716",NA,NA,"Sepsecs"
"3717",NA,NA,"Traj15"
"3718",NA,NA,"Stau2"
"3719",NA,NA,"Hacd4"
"3720",NA,NA,"Nr2f6"
"3721",NA,NA,"Gatm"
"3722",NA,NA,"Mef2c"
"3723",NA,NA,"Mnt"
"3724",NA,NA,"Tef"
"3725",NA,NA,"Dynlt1a"
"3726",NA,NA,"Gata2"
"3727",NA,NA,"Fndc9"
"3728",NA,NA,"Abhd18"
"3729",NA,NA,"Sec16a"
"3730",NA,NA,"Prdm11"
"3731",NA,NA,"Eif5a2"
"3732",NA,NA,"Dnmt3b"
"3733",NA,NA,"Mzb1"
"3734",NA,NA,"Vdr"
"3735",NA,NA,"Kifc2"
"3736",NA,NA,"Dscc1"
"3737",NA,NA,"Zdhhc2"
"3738",NA,NA,"Rnf41"
"3739",NA,NA,"Mgat5"
"3740",NA,NA,"Inpp5a"
"3741",NA,NA,"Cryz"
"3742",NA,NA,"Mbd4"
"3743",NA,NA,"Cpeb2"
"3744",NA,NA,"Zfp976"
"3745",NA,NA,"Themis2"
"3746",NA,NA,"Epb41l4b"
"3747",NA,NA,"Slc30a2"
"3748",NA,NA,"Zfp683"
"3749",NA,NA,"Jchain"
"3750",NA,NA,"Fam240a"
"3751",NA,NA,"Nln"
"3752",NA,NA,"Nupl2"
"3753",NA,NA,"Rusc1"
"3754",NA,NA,"1700001O22Rik"
"3755",NA,NA,"Adora2a"
"3756",NA,NA,"Zhx2"
"3757",NA,NA,"Cul7"
"3758",NA,NA,"Dse"
"3759",NA,NA,"Xlr4b"
"3760",NA,NA,"Zfp719"
"3761",NA,NA,"Rad52"
"3762",NA,NA,"Fen1"
"3763",NA,NA,"Mcm9"
"3764",NA,NA,"Adcy6"
"3765",NA,NA,"Lpar6"
"3766",NA,NA,"Nckap5l"
"3767",NA,NA,"Pou5f2"
"3768",NA,NA,"Npc1"
"3769",NA,NA,"Trgc1"
"3770",NA,NA,"Lgals4"
"3771",NA,NA,"Rreb1"
"3772",NA,NA,"P3h3"
"3773",NA,NA,"Zfp111"
"3774",NA,NA,"Pla1a"
"3775",NA,NA,"Blnk"
"3776",NA,NA,"Pycr1"
"3777",NA,NA,"Zfp189"
"3778",NA,NA,"Ankrd42"
"3779",NA,NA,"Vps9d1"
"3780",NA,NA,"Pigv"
"3781",NA,NA,"Bglap3"
"3782",NA,NA,"Mzf1"
"3783",NA,NA,"Pacs2"
"3784",NA,NA,"Cbx8"
"3785",NA,NA,"Gm3604"
"3786",NA,NA,"Gsap"
"3787",NA,NA,"Gm10053"
"3788",NA,NA,"Ighv1-26"
"3789",NA,NA,"Ager"
"3790",NA,NA,"Nipal4"
"3791",NA,NA,"Usf2"
"3792",NA,NA,"Osbpl7"
"3793",NA,NA,"Prr5"
"3794",NA,NA,"Lat2"
"3795",NA,NA,"Klhl18"
"3796",NA,NA,"Rln3"
"3797",NA,NA,"Trav12-2"
"3798",NA,NA,"Pkp2"
"3799",NA,NA,"Crebl2"
"3800",NA,NA,"Tcf20"
"3801",NA,NA,"Zscan29"
"3802",NA,NA,"Tanc1"
"3803",NA,NA,"Rac3"
"3804",NA,NA,"Adap2"
"3805",NA,NA,"Dusp9"
"3806",NA,NA,"Pilra"
"3807",NA,NA,"Adal"
"3808",NA,NA,"Nuak2"
"3809",NA,NA,"Zfp93"
"3810",NA,NA,"Kctd14"
"3811",NA,NA,"Abcb10"
"3812",NA,NA,"Hbegf"
"3813",NA,NA,"Foxd2"
"3814",NA,NA,"Nav2"
"3815",NA,NA,"Mob3b"
"3816",NA,NA,"Pym1"
"3817",NA,NA,"Fnip2"
"3818",NA,NA,"Ano8"
"3819",NA,NA,"Iglv2"
"3820",NA,NA,"Oas1c"
"3821",NA,NA,"Ascl2"
"3822",NA,NA,"Slc22a5"
"3823",NA,NA,"Slc35e4"
"3824",NA,NA,"Mx1"
"3825",NA,NA,"Igkc"
"3826",NA,NA,"Fcgr2b"
"3827",NA,NA,"Plpp2"
"3828",NA,NA,"Dock4"
"3829",NA,NA,"Klhl3"
"3830",NA,NA,"P2ry2"
"3831",NA,NA,"D6Wsu163e"
"3832",NA,NA,"Prkar1b"
"3833",NA,NA,"Gm12258"
"3834",NA,NA,"Plcd4"
"3835",NA,NA,"Fzd9"
"3836",NA,NA,"Perm1"
"3837",NA,NA,"St14"
"3838",NA,NA,"Slc25a40"
"3839",NA,NA,"Ccdc74a"
"3840",NA,NA,"Arhgap21"
"3841",NA,NA,"mt-Nd6"
"3842",NA,NA,"Map1b"
"3843",NA,NA,"Itpripl2"
"3844",NA,NA,"Zik1"
"3845",NA,NA,"Fbxw17"
"3846",NA,NA,"Jcad"
"3847",NA,NA,"Slc12a4"
"3848",NA,NA,"B3gntl1"
"3849",NA,NA,"Ptpro"
"3850",NA,NA,"Ccdc125"
"3851",NA,NA,"Klrc2"
"3852",NA,NA,"Myo6"
"3853",NA,NA,"Ccnk"
"3854",NA,NA,"Zfp599"
"3855",NA,NA,"Spata1"
"3856",NA,NA,"Mterf4"
"3857",NA,NA,"Endod1"
"3858",NA,NA,"Klrb1a"
"3859",NA,NA,"Arl15"
"3860",NA,NA,"Fcrl1"
"3861",NA,NA,"Rassf4"
"3862",NA,NA,"Akr1c18"
"3863",NA,NA,"Usp32"
"3864",NA,NA,"Zfp748"
"3865",NA,NA,"Smim40"
"3866",NA,NA,"Epn2"
"3867",NA,NA,"Igkv1-135"
"3868",NA,NA,"Raver2"
"3869",NA,NA,"9530053A07Rik"
"3870",NA,NA,"Gpsm2"
"3871",NA,NA,"Col9a3"
"3872",NA,NA,"Unkl"
"3873",NA,NA,"H4c17"
"3874",NA,NA,"Gck"
"3875",NA,NA,"Fsd2"
"3876",NA,NA,"Carnmt1"
"3877",NA,NA,"Igkv6-23"
"3878",NA,NA,"Traj33"
"3879",NA,NA,"Prtn3"
"3880",NA,NA,"Slc39a3"
"3881",NA,NA,"Gm4951"
"3882",NA,NA,"S1pr5"
"3883",NA,NA,"Car7"
"3884",NA,NA,"Dipk1b"
"3885",NA,NA,"Dlg1"
"3886",NA,NA,"Slc25a35"
"3887",NA,NA,"Sik2"
"3888",NA,NA,"Ccdc103"
"3889",NA,NA,"2610008E11Rik"
"3890",NA,NA,"Zfp839"
"3891",NA,NA,"BC035044"
"3892",NA,NA,"Fjx1"
"3893",NA,NA,"Pcnx3"
"3894",NA,NA,"Lsr"
"3895",NA,NA,"Traj17"
"3896",NA,NA,"Slfn9"
"3897",NA,NA,"Trbj2-1"
"3898",NA,NA,"Ubxn7"
"3899",NA,NA,"Elovl4"
"3900",NA,NA,"Zfp865"
"3901",NA,NA,"Aldoc"
"3902",NA,NA,"Usp44"
"3903",NA,NA,"Inka2"
"3904",NA,NA,"Ankrd33b"
"3905",NA,NA,"Rab26"
"3906",NA,NA,"Trbd2"
"3907",NA,NA,"Efcab11"
"3908",NA,NA,"Lrrc1"
"3909",NA,NA,"Arfgef3"
"3910",NA,NA,"Ifitm6"
"3911",NA,NA,"Ifi204"
"3912",NA,NA,"Zfp768"
"3913",NA,NA,"Ccl22"
"3914",NA,NA,"Il1r1"
"3915",NA,NA,"Cobll1"
"3916",NA,NA,"Pde1b"
"3917",NA,NA,"Fbrs"
"3918",NA,NA,"Epb41l1"
"3919",NA,NA,"Ulk1"
"3920",NA,NA,"Nlgn2"
"3921",NA,NA,"Gpr35"
"3922",NA,NA,"Nts"
"3923",NA,NA,"Nmb"
"3924",NA,NA,"Gca"
"3925",NA,NA,"Gldc"
"3926",NA,NA,"H2-Ke6"
"3927",NA,NA,"Chdh"
"3928",NA,NA,"Pex11g"
"3929",NA,NA,"Dand5"
"3930",NA,NA,"Rilpl1"
"3931",NA,NA,"Nptxr"
"3932",NA,NA,"Carm1"
"3933",NA,NA,"Hrh2"
"3934",NA,NA,"Top1mt"
"3935",NA,NA,"Ttl"
"3936",NA,NA,"Adgra3"
"3937",NA,NA,"Nicn1"
"3938",NA,NA,"Hus1"
"3939",NA,NA,"Traj21"
"3940",NA,NA,"Fam168a"
"3941",NA,NA,"Art4"
"3942",NA,NA,"Inpp4a"
"3943",NA,NA,"Bbs12"
"3944",NA,NA,"Fgd1"
"3945",NA,NA,"Spry2"
"3946",NA,NA,"Alpk2"
"3947",NA,NA,"Tedc2"
"3948",NA,NA,"Hps6"
"3949",NA,NA,"B4gat1"
"3950",NA,NA,"Naip5"
"3951",NA,NA,"Myo9a"
"3952",NA,NA,"Gm5134"
"3953",NA,NA,"Epx"
"3954",NA,NA,"Kdm6a"
"3955",NA,NA,"Hexim2"
"3956",NA,NA,"Cd300lf"
"3957",NA,NA,"Fut7"
"3958",NA,NA,"Igkv14-126"
"3959",NA,NA,"Tmtc3"
"3960",NA,NA,"Chchd2l"
"3961",NA,NA,"Cd14"
"3962",NA,NA,"Myadm"
"3963",NA,NA,"Uchl4"
"3964",NA,NA,"Ino80d"
"3965",NA,NA,"Itih5"
"3966",NA,NA,"Hyou1"
"3967",NA,NA,"Kcnq5"
"3968",NA,NA,"Tmcc1"
"3969",NA,NA,"Zdhhc17"
"3970",NA,NA,"Pdzd2"
"3971",NA,NA,"Nkd2"
"3972",NA,NA,"Fbxl18"
"3973",NA,NA,"Snx29"
"3974",NA,NA,"Icosl"
"3975",NA,NA,"Ctla2a"
"3976",NA,NA,"Plekha8"
"3977",NA,NA,"Rap1gap2"
"3978",NA,NA,"Kif13b"
"3979",NA,NA,"Decr1"
"3980",NA,NA,"Rnf146"
"3981",NA,NA,"Zfp184"
"3982",NA,NA,"Lamc1"
"3983",NA,NA,"Trim12c"
"3984",NA,NA,"Prdm1"
"3985",NA,NA,"Sez6l2"
"3986",NA,NA,"Cd302"
"3987",NA,NA,"Dstyk"
"3988",NA,NA,"Nubpl"
"3989",NA,NA,"Sipa1l3"
"3990",NA,NA,"Acpp"
"3991",NA,NA,"Tifa"
"3992",NA,NA,"Zscan26"
"3993",NA,NA,"Zfr2"
"3994",NA,NA,"Pcolce2"
"3995",NA,NA,"Rab33a"
"3996",NA,NA,"Tnni3"
"3997",NA,NA,"Srcap"
"3998",NA,NA,"Sox12"
"3999",NA,NA,"Pih1d2"
"4000",NA,NA,"Ulbp1"
"4001",NA,NA,"Pip5k1b"
"4002",NA,NA,"Asph"
"4003",NA,NA,"Xrcc2"
"4004",NA,NA,"Amacr"
"4005",NA,NA,"Rfx3"
"4006",NA,NA,"Rasgrp4"
"4007",NA,NA,"Nhsl1"
"4008",NA,NA,"Rps6ka5"
"4009",NA,NA,"Nenf"
"4010",NA,NA,"Gdpgp1"
"4011",NA,NA,"Dleu7"
"4012",NA,NA,"Pemt"
"4013",NA,NA,"Pik3r3"
"4014",NA,NA,"Ptpn12"
"4015",NA,NA,"Dyrk1b"
"4016",NA,NA,"Far2"
"4017",NA,NA,"Tgif2"
"4018",NA,NA,"Shtn1"
"4019",NA,NA,"Zfp747"
"4020",NA,NA,"Slc30a4"
"4021",NA,NA,"Myo1b"
"4022",NA,NA,"Fgl2"
"4023",NA,NA,"Ski"
"4024",NA,NA,"Iglc3"
"4025",NA,NA,"Rps27rt"
"4026",NA,NA,"Tbxas1"
"4027",NA,NA,"Rai14"
"4028",NA,NA,"Slc16a13"
"4029",NA,NA,"Pafah2"
"4030",NA,NA,"Irak3"
"4031",NA,NA,"Gm19684"
"4032",NA,NA,"Ifit1bl2"
"4033",NA,NA,"Nxn"
"4034",NA,NA,"Traj12"
"4035",NA,NA,"Gnb5"
"4036",NA,NA,"Eef1akmt4"
"4037",NA,NA,"Boll"
"4038",NA,NA,"Pxdc1"
"4039",NA,NA,"Crat"
"4040",NA,NA,"Slc46a1"
"4041",NA,NA,"Wfdc17"
"4042",NA,NA,"Napsa"
"4043",NA,NA,"Pde10a"
"4044",NA,NA,"Npdc1"
"4045",NA,NA,"Sft2d3"
"4046",NA,NA,"Rftn2"
"4047",NA,NA,"Hdac9"
"4048",NA,NA,"Cd160"
"4049",NA,NA,"Ttn"
"4050",NA,NA,"Wnt11"
"4051",NA,NA,"AW554918"
"4052",NA,NA,"Pheta1"
"4053",NA,NA,"Smim33"
"4054",NA,NA,"Arhgef11"
"4055",NA,NA,"Lekr1"
"4056",NA,NA,"Ntn1"
"4057",NA,NA,"Dnase1l3"
"4058",NA,NA,"Pfkfb1"
"4059",NA,NA,"H2ac25"
"4060",NA,NA,"Lpl"
"4061",NA,NA,"Epn1"
"4062",NA,NA,"Shd"
"4063",NA,NA,"Actg2"
"4064",NA,NA,"Itgax"
"4065",NA,NA,"Pdik1l"
"4066",NA,NA,"Stk35"
"4067",NA,NA,"Fbxo36"
"4068",NA,NA,"Phc1"
"4069",NA,NA,"Endov"
"4070",NA,NA,"Glis3"
"4071",NA,NA,"Homer1"
"4072",NA,NA,"C1s1"
"4073",NA,NA,"Prag1"
"4074",NA,NA,"Ccdc122"
"4075",NA,NA,"Uxs1"
"4076",NA,NA,"Alg10b"
"4077",NA,NA,"Extl1"
"4078",NA,NA,"N4bp3"
"4079",NA,NA,"Rprd1a"
"4080",NA,NA,"Mrtfb"
"4081",NA,NA,"Zdhhc12"
"4082",NA,NA,"Cep41"
"4083",NA,NA,"Tulp2"
"4084",NA,NA,"Slc9a5"
"4085",NA,NA,"Gspt2"
"4086",NA,NA,"Osbpl5"
"4087",NA,NA,"Smim36"
"4088",NA,NA,"Serpinb1a"
"4089",NA,NA,"Nags"
"4090",NA,NA,"Mss51"
"4091",NA,NA,"Arhgef39"
"4092",NA,NA,"Ebf1"
"4093",NA,NA,"Adamts14"
"4094",NA,NA,"Kbtbd8"
"4095",NA,NA,"Arl4d"
"4096",NA,NA,"Stk36"
"4097",NA,NA,"Tctn1"
"4098",NA,NA,"Il1a"
"4099",NA,NA,"Slc25a23"
"4100",NA,NA,"Fbxo44"
"4101",NA,NA,"Flywch2"
"4102",NA,NA,"Trbj2-5"
"4103",NA,NA,"Zmym6"
"4104",NA,NA,"Igkv5-48"
"4105",NA,NA,"Lxn"
"4106",NA,NA,"Nckap1"
"4107",NA,NA,"D3Ertd751e"
"4108",NA,NA,"Gm45902"
"4109",NA,NA,"Gzmf"
"4110",NA,NA,"Etfb"
"4111",NA,NA,"Laptm4b"
"4112",NA,NA,"Ptprn"
"4113",NA,NA,"Rab3a"
"4114",NA,NA,"Rragd"
"4115",NA,NA,"Jrk"
"4116",NA,NA,"Gfpt2"
"4117",NA,NA,"Ubtd2"
"4118",NA,NA,"Lmo4"
"4119",NA,NA,"H4c3"
"4120",NA,NA,"Tmem241"
"4121",NA,NA,"Rab6b"
"4122",NA,NA,"Traj50"
"4123",NA,NA,"Kif3a"
"4124",NA,NA,"Syngr4"
"4125",NA,NA,"Rpgr"
"4126",NA,NA,"H2ac4"
"4127",NA,NA,"Dhrs3"
"4128",NA,NA,"Rpl24"
"4129",NA,NA,"Zfp276"
"4130",NA,NA,"Gm10358"
"4131",NA,NA,"Rab32"
"4132",NA,NA,"Igha"
"4133",NA,NA,"Tbc1d30"
"4134",NA,NA,"Kif24"
"4135",NA,NA,"Gm14295"
"4136",NA,NA,"Atxn7"
"4137",NA,NA,"Best1"
"4138",NA,NA,"Icam5"
"4139",NA,NA,"2900026A02Rik"
"4140",NA,NA,"Mlkl"
"4141",NA,NA,"Cav2"
"4142",NA,NA,"Zfp407"
"4143",NA,NA,"Tmem106a"
"4144",NA,NA,"Fahd1"
"4145",NA,NA,"Traj20"
"4146",NA,NA,"Tpmt"
"4147",NA,NA,"Trbv4"
"4148",NA,NA,"Ighj1"
"4149",NA,NA,"Palb2"
"4150",NA,NA,"Trio"
"4151",NA,NA,"Ghdc"
"4152",NA,NA,"Ighv4-1"
"4153",NA,NA,"Polr3gl"
"4154",NA,NA,"Ehd2"
"4155",NA,NA,"Ccdc116"
"4156",NA,NA,"Bivm"
"4157",NA,NA,"Ms4a1"
"4158",NA,NA,"Kcnb1"
"4159",NA,NA,"Afp"
"4160",NA,NA,"Cebpd"
"4161",NA,NA,"Ctdsp1"
"4162",NA,NA,"Trbj1-4"
"4163",NA,NA,"Gcc1"
"4164",NA,NA,"Grtp1"
"4165",NA,NA,"Sirt3"
"4166",NA,NA,"Tada2b"
"4167",NA,NA,"Gm3839"
"4168",NA,NA,"Mvk"
"4169",NA,NA,"Ptk2"
"4170",NA,NA,"Mmp15"
"4171",NA,NA,"Csf1"
"4172",NA,NA,"Cutc"
"4173",NA,NA,"Spo11"
"4174",NA,NA,"Pip4k2c"
"4175",NA,NA,"H2-DMb1"
"4176",NA,NA,"She"
"4177",NA,NA,"Csf2rb"
"4178",NA,NA,"Slc36a4"
"4179",NA,NA,"Lrrn3"
"4180",NA,NA,"Slc25a14"
"4181",NA,NA,"Irgq"
"4182",NA,NA,"Trim62"
"4183",NA,NA,"Susd4"
"4184",NA,NA,"Atp6v0e2"
"4185",NA,NA,"Myo3b"
"4186",NA,NA,"Gng4"
"4187",NA,NA,"Dok3"
"4188",NA,NA,"Stab1"
"4189",NA,NA,"Comp"
"4190",NA,NA,"Rell2"
"4191",NA,NA,"Mgat4a"
"4192",NA,NA,"Il17rb"
"4193",NA,NA,"Iftap"
"4194",NA,NA,"Mettl7a1"
"4195",NA,NA,"Syne3"
"4196",NA,NA,"Gpm6b"
"4197",NA,NA,"Bcl2l2"
"4198",NA,NA,"Cysltr1"
"4199",NA,NA,"Trav17"
"4200",NA,NA,"Bcl7a"
"4201",NA,NA,"Alg6"
"4202",NA,NA,"Bik"
"4203",NA,NA,"Dus4l"
"4204",NA,NA,"Wasf1"
"4205",NA,NA,"D5Ertd579e"
"4206",NA,NA,"Dcbld2"
"4207",NA,NA,"Pogz"
"4208",NA,NA,"Tnni1"
"4209",NA,NA,"Zscan12"
"4210",NA,NA,"Jade3"
"4211",NA,NA,"Grk3"
"4212",NA,NA,"Rasgef1b"
"4213",NA,NA,"Adamtsl5"
"4214",NA,NA,"Map4k3"
"4215",NA,NA,"2300009A05Rik"
"4216",NA,NA,"Btc"
"4217",NA,NA,"Esr1"
"4218",NA,NA,"Gas2l3"
"4219",NA,NA,"Afdn"
"4220",NA,NA,"Rundc3a"
"4221",NA,NA,"Zgrf1"
"4222",NA,NA,"Dmxl1"
"4223",NA,NA,"Plxnb2"
"4224",NA,NA,"Rnd2"
"4225",NA,NA,"Gpnmb"
"4226",NA,NA,"D630039A03Rik"
"4227",NA,NA,"Arap3"
"4228",NA,NA,"Intu"
"4229",NA,NA,"Dab2ip"
"4230",NA,NA,"Trav14d-3-dv8"
"4231",NA,NA,"Cd244a"
"4232",NA,NA,"Itpripl1"
"4233",NA,NA,"Adamtsl4"
"4234",NA,NA,"Tirap"
"4235",NA,NA,"C1qtnf4"
"4236",NA,NA,"Trbj2-7"
"4237",NA,NA,"Fam171a1"
"4238",NA,NA,"Igkv8-27"
"4239",NA,NA,"Slc29a2"
"4240",NA,NA,"Nectin2"
"4241",NA,NA,"Tbc1d8b"
"4242",NA,NA,"Sh3bp4"
"4243",NA,NA,"Traj11"
"4244",NA,NA,"Zfp750"
"4245",NA,NA,"Bcl9"
"4246",NA,NA,"Zfyve26"
"4247",NA,NA,"Crtc1"
"4248",NA,NA,"Bspry"
"4249",NA,NA,"Cavin1"
"4250",NA,NA,"Usp46"
"4251",NA,NA,"Igkv3-10"
"4252",NA,NA,"Prss34"
"4253",NA,NA,"Aif1l"
"4254",NA,NA,"Ahdc1"
"4255",NA,NA,"C8g"
"4256",NA,NA,"Septin8"
"4257",NA,NA,"Scamp1"
"4258",NA,NA,"Ino80"
"4259",NA,NA,"1700102P08Rik"
"4260",NA,NA,"Igkv17-127"
"4261",NA,NA,"Ces2c"
"4262",NA,NA,"Heatr5a"
"4263",NA,NA,"Kif7"
"4264",NA,NA,"Tjp3"
"4265",NA,NA,"H2ac8"
"4266",NA,NA,"Art5"
"4267",NA,NA,"Serpina3f"
"4268",NA,NA,"Capn3"
"4269",NA,NA,"Iqsec1"
"4270",NA,NA,"Trbj2-2"
"4271",NA,NA,"Elmo3"
"4272",NA,NA,"6720489N17Rik"
"4273",NA,NA,"Bcl11a"
"4274",NA,NA,"Cyp4v3"
"4275",NA,NA,"Sdcbp2"
"4276",NA,NA,"Zfp248"
"4277",NA,NA,"Ly6k"
"4278",NA,NA,"Xrcc4"
"4279",NA,NA,"Plppr2"
"4280",NA,NA,"Mroh2a"
"4281",NA,NA,"Tbc1d16"
"4282",NA,NA,"Srxn1"
"4283",NA,NA,"Pbx2"
"4284",NA,NA,"Smad3"
"4285",NA,NA,"2210408I21Rik"
"4286",NA,NA,"Gemin8"
"4287",NA,NA,"Lrrc8a"
"4288",NA,NA,"Zfp821"
"4289",NA,NA,"Nipal3"
"4290",NA,NA,"Calr3"
"4291",NA,NA,"Ctsg"
"4292",NA,NA,"Ppfibp2"
"4293",NA,NA,"Actr3b"
"4294",NA,NA,"Igkv6-15"
"4295",NA,NA,"Mpp2"
"4296",NA,NA,"Zfp512b"
"4297",NA,NA,"Rnf113a1"
"4298",NA,NA,"Tyw3"
"4299",NA,NA,"Slc2a8"
"4300",NA,NA,"Hpgds"
"4301",NA,NA,"Oplah"
"4302",NA,NA,"Dcbld1"
"4303",NA,NA,"Mybl1"
"4304",NA,NA,"Igkv4-58"
"4305",NA,NA,"Sec31b"
"4306",NA,NA,"Maf"
"4307",NA,NA,"Nrg1"
"4308",NA,NA,"Arid3a"
"4309",NA,NA,"Rfx2"
"4310",NA,NA,"Scai"
"4311",NA,NA,"Rybp"
"4312",NA,NA,"Bmpr1a"
"4313",NA,NA,"Dusp8"
"4314",NA,NA,"Jup"
"4315",NA,NA,"Trav14-2"
"4316",NA,NA,"Xlr4c"
"4317",NA,NA,"Rapgef5"
"4318",NA,NA,"Entpd7"
"4319",NA,NA,"Trgv1"
"4320",NA,NA,"Pam16l"
"4321",NA,NA,"Dcdc2b"
"4322",NA,NA,"Zfp518a"
"4323",NA,NA,"Lgr4"
"4324",NA,NA,"Zfp182"
"4325",NA,NA,"Cdkn1c"
"4326",NA,NA,"Tmem217"
"4327",NA,NA,"Mier3"
"4328",NA,NA,"Lingo4"
"4329",NA,NA,"Chml"
"4330",NA,NA,"Six5"
"4331",NA,NA,"Rec114"
"4332",NA,NA,"Plek2"
"4333",NA,NA,"Bbs10"
"4334",NA,NA,"Ddx43"
"4335",NA,NA,"Odf2l"
"4336",NA,NA,"Zbtb18"
"4337",NA,NA,"Axin2"
"4338",NA,NA,"Gpr137"
"4339",NA,NA,"Clec7a"
"4340",NA,NA,"Gm12184"
"4341",NA,NA,"Trav6-5"
"4342",NA,NA,"Dync2i1"
"4343",NA,NA,"Prss56"
"4344",NA,NA,"Susd2"
"4345",NA,NA,"Hcn2"
"4346",NA,NA,"Dnal1"
"4347",NA,NA,"Galnt9"
"4348",NA,NA,"Ociad2"
"4349",NA,NA,"Vwce"
"4350",NA,NA,"Ccdc189"
"4351",NA,NA,"Slc7a11"
"4352",NA,NA,"Tmem108"
"4353",NA,NA,"Ell2"
"4354",NA,NA,"Actn3"
"4355",NA,NA,"Scand1"
"4356",NA,NA,"Ighv1-72"
"4357",NA,NA,"Adgrg1"
"4358",NA,NA,"Ranbp6"
"4359",NA,NA,"BC028528"
"4360",NA,NA,"Gm10184"
"4361",NA,NA,"Tubb2b"
"4362",NA,NA,"Ctnnbip1"
"4363",NA,NA,"Trdv1"
"4364",NA,NA,"Igkv1-117"
"4365",NA,NA,"Klhl4"
"4366",NA,NA,"Ighv1-80"
"4367",NA,NA,"Itgam"
"4368",NA,NA,"Ar"
"4369",NA,NA,"Susd1"
"4370",NA,NA,"Eri2"
"4371",NA,NA,"Ticam2"
"4372",NA,NA,"Trav13n-4"
"4373",NA,NA,"Fgr"
"4374",NA,NA,"Xkr5"
"4375",NA,NA,"Zfp583"
"4376",NA,NA,"Spaca1"
"4377",NA,NA,"Mblac1"
"4378",NA,NA,"Rdh5"
"4379",NA,NA,"Ift74"
"4380",NA,NA,"Adam15"
"4381",NA,NA,"AA467197"
"4382",NA,NA,"Tbc1d24"
"4383",NA,NA,"Igkv4-59"
"4384",NA,NA,"Idi2"
"4385",NA,NA,"Igkv17-121"
"4386",NA,NA,"Gpam"
"4387",NA,NA,"Lamc3"
"4388",NA,NA,"Dgkg"
"4389",NA,NA,"Zbed3"
"4390",NA,NA,"Tceal8"
"4391",NA,NA,"C2cd4b"
"4392",NA,NA,"Lag3"
"4393",NA,NA,"Smim27"
"4394",NA,NA,"Adgrg5"
"4395",NA,NA,"Rgl1"
"4396",NA,NA,"Ighv5-9-1"
"4397",NA,NA,"Yod1"
"4398",NA,NA,"Ankrd23"
"4399",NA,NA,"Arsb"
"4400",NA,NA,"Tet1"
"4401",NA,NA,"Rab42"
"4402",NA,NA,"Ighv7-3"
"4403",NA,NA,"Fhip1a"
"4404",NA,NA,"Saxo2"
"4405",NA,NA,"Igkv12-46"
"4406",NA,NA,"Iglv3"
"4407",NA,NA,"Ubd"
"4408",NA,NA,"Ifng"
"4409",NA,NA,"B230217C12Rik"
"4410",NA,NA,"Kbtbd3"
"4411",NA,NA,"Zfp772"
"4412",NA,NA,"1700109H08Rik"
"4413",NA,NA,"Iffo2"
"4414",NA,NA,"Fcgr4"
"4415",NA,NA,"I830077J02Rik"
"4416",NA,NA,"Trim66"
"4417",NA,NA,"Cfap20dc"
"4418",NA,NA,"Stx1a"
"4419",NA,NA,"Ppfia3"
"4420",NA,NA,"Dip2c"
"4421",NA,NA,"Slc25a47"
"4422",NA,NA,"Stom"
"4423",NA,NA,"Ltk"
"4424",NA,NA,"Mmp9"
"4425",NA,NA,"Aldh3b1"
"4426",NA,NA,"Sh3tc1"
"4427",NA,NA,"Arhgap32"
"4428",NA,NA,"Fgf11"
"4429",NA,NA,"Ammecr1"
"4430",NA,NA,"Ms4a6c"
