"","gene","logFC1","adj.P.Val1","logFC2","adj.P.Val2","mean_adj.P.Val","logFCDistance"
"53","Cltb",-1.02653088211972,1.66631126468594e-08,1.68332602097299,1.4306500422599e-14,8.33156347667992e-09,2.70985690309271
"54","Crabp2",-2.97816372134547,1.10409608022606e-05,5.68109568980132,3.58822728887528e-12,5.52048219524394e-06,8.65925941114679
"55","Crebrf",1.17685378289733,2.44055920357681e-05,-2.67404638752979,5.20644351298134e-16,1.22027960181444e-05,3.85090017042712
"56","Creld2",-1.1106432090312,3.9853737449334e-11,1.4819859920895,5.6551105315224e-16,1.99271514801936e-11,2.5926292011207
"57","Cth",-1.57701207181205,0.0378578039053375,5.18150100616207,2.27497694244995e-09,0.0189289030901572,6.75851307797411
"58","Cul9",1.52711996187925,0.0013858417904018,-1.58689192962384,0.000216225272776796,0.000801033531589296,3.11401189150308
"59","Cxcl3",-1.54560135580781,0.0265893962097665,5.40869730165516,2.25128764648084e-10,0.0132946982174476,6.95429865746298
"60","Cyp20a1",-1.26170307463797,6.47534838781252e-06,2.17834045507136,3.90182998600712e-10,3.23786928540556e-06,3.44004352970933
"61","Cyp2d22",2.15717437542232,0.0160179378510576,-3.77549566987615,1.76696696051073e-06,0.00800985240900908,5.93267004529847
"62","Dapk1",1.12861874031616,0.0248334350168576,-1.31629126037648,0.00258720020726351,0.0137103176120605,2.44491000069264
"63","Dctd",-1.42845348862001,2.13992760260204e-05,2.24575280042218,2.35076876476878e-08,1.0711391856834e-05,3.67420628904219
"64","Dennd1c",-1.15072942750443,0.000104614359150539,-3.0734977042106,2.10893913836794e-21,5.23071795752697e-05,1.92276827670617
"65","Dennd4c",1.20547172956953,0.00074795764122135,-1.34622249486004,3.13493684419438e-05,0.000389653504831647,2.55169422442958
"66","Dgat2",-1.21141518119808,1.34214144998917e-05,3.05927119114369,1.04143765585525e-10,6.71075932182865e-06,4.27068637234177
"67","Dgkq",1.11049135559272,0.0341529841229553,-1.02151813235452,0.0264018834288239,0.0302774337758896,2.13200948794724
"68","Dhcr24",-1.69173131929821,6.26054519356558e-08,1.91909775697933,3.76156827189889e-10,3.14908043814228e-08,3.61082907627754
"69","Dhrs13",-1.05255570240964,0.000269367854394238,1.88231342783997,5.41841339807422e-08,0.000134711019264109,2.93486913024961
"70","Dhrs3",2.37793024761931,0.023519828989139,-2.40059936229626,0.00912288514189426,0.0163213570655166,4.77852960991558
"71","Dhx58",1.22256534100444,0.00421371449384667,-1.96763435735597,6.06619888846517e-07,0.00210716055686776,3.19019969836042
"72","Dnah8",2.68392730838236,0.00208115660495947,-5.70888773481342,4.08343686286986e-11,0.00104057832289692,8.39281504319578
"73","Dnph1",-2.19276238766522,2.24246410589308e-05,2.5287254262963,4.08027032765193e-07,1.1416334045848e-05,4.72148781396152
"74","Dock2",1.05226048219416,3.03328702843736e-07,-2.42131289670854,2.88772640519792e-19,1.51664351422013e-07,3.47357337890269
"75","Dock9",1.40725028937365,0.00442859808553892,-1.90555605305049,1.83129844639351e-05,0.00222345553500143,3.31280634242414
"76","Dtl",1.21394337483202,0.0466539547249475,-2.36162812213912,5.76488844244656e-06,0.023329859806695,3.57557149697113
"77","Dtx1",-2.95703875642296,0.00156605262351816,-6.26884782681499,2.01474786745754e-17,0.000783026311759092,3.31180907039203
"78","Dyrk1b",1.32353978138304,0.0067926990147271,-1.90318268132858,1.29621893707166e-05,0.00340283060204891,3.22672246271162
"79","E2f7",2.61163254382495,0.00228175335279642,-3.10409427386073,4.24012230607784e-05,0.0011620772879286,5.71572681768569
"80","E2f8",1.77125018986181,0.0360069958676734,-3.14109131624274,2.98574766125714e-05,0.018018426672143,4.91234150610455
"81","Ednrb",-1.90083436677265,0.0043765986822884,4.55145935919687,3.33810587638565e-10,0.00218829950804949,6.45229372596951
"82","Egfl7",-3.39103446183795,3.43615701533546e-05,3.78071502364854,6.7926169255476e-07,1.75204159229547e-05,7.1717494854865
"83","Ehd3",-1.06564914079038,0.00378484883658774,-2.76967449984666,4.38415813916557e-16,0.00189242441829409,1.70402535905628
"84","Eif5a2",-1.95901402644734,0.000386293267522493,1.38054070241156,0.00107478534836493,0.00073053930794371,3.33955472885889
"85","Entpd7",-1.84299344491836,0.00218718657024843,1.7516336163675,0.000909554086780417,0.00154837032851442,3.59462706128586
"86","Epcam",-1.93107424614353,0.00023768863362591,1.83976117442268,7.09008888130143e-05,0.000154294761219462,3.77083542056622
"87","Ephb6",1.36532418423317,0.00193220073483204,-2.92987986752939,7.51012906561522e-11,0.000966100404966667,4.29520405176255
"88","Erg28",-1.02061890484166,8.36128431763634e-08,1.59042400538855,5.14866588853082e-13,4.18066790214761e-08,2.6110429102302
"89","Esco2",2.59804853863607,0.00383807031484909,-2.23324642548418,0.00601980979140935,0.00492894005312922,4.83129496412026
"90","Etfbkmt",1.01160101746526,0.00560585497759732,-1.56157495999729,3.02168651603941e-06,0.00280443833205668,2.57317597746255
"91","Etv4",-1.74066830820076,0.0201839943840098,2.61535135311332,0.000132670971366383,0.0101583326776881,4.35601966131408
"92","F2rl2",-1.63923052973607,0.0219728756956273,1.59147904906469,0.00930112817701162,0.0156370019363195,3.23070957880075
"93","Fbxl20",1.99909268810873,0.00273573902084986,-3.63536387863911,1.46613129732418e-08,0.00136787684108142,5.63445656674784
"94","Fcsk",1.21225921601821,0.032778190828148,-1.91033469317914,8.94480576879701e-05,0.016433819442918,3.12259390919735
"95","Fhit",2.10872562401413,0.0192297427032919,-2.2669889859908,0.00391307255563325,0.0115714076294626,4.37571461000493
"96","Flt3l",-1.46766401519407,0.00278498619629509,-3.30639031347495,3.31455036681843e-17,0.00139249309814756,1.83872629828088
"97","Foxk1",1.48037504342752,1.91077330527318e-07,-1.47939617974349,1.16781461578612e-08,1.0137773834259e-07,2.95977122317101
"98","Foxred2",-1.11872234583889,0.00125713907252976,1.23226618781072,0.000109886489375695,0.000683512780952726,2.35098853364961
"99","Fpgs",-1.9805992045293,4.38241333379429e-09,1.50162267371643,9.24291084993999e-09,6.81266209186714e-09,3.48222187824573
"100","Fuz",1.25868413314935,0.00432999779843271,-1.6358963804569,3.34019482580999e-05,0.00218169987334541,2.89458051360625
"101","Fyco1",1.09633672540648,5.61909945110747e-05,-1.4606479788788,1.82406281952955e-08,2.8104617569635e-05,2.55698470428529
"102","Fzd9",-2.00973041469841,0.0330739790438827,4.08851388854208,5.77533567624042e-06,0.0165398771897795,6.09824430324049
"103","Gbp10",1.98299631477874,0.0343044455839359,-4.65412330705728,3.7596416197252e-09,0.0171522246717888,6.63711962183602
"104","Gbp11",2.24781376168502,0.0497714277091027,-4.09885181493895,9.97980556017852e-06,0.0248907037573315,6.34666557662397
"105","Gbp4",1.14808534698228,2.99232502845022e-09,-1.58754448319209,6.13934502413936e-15,1.49616558389762e-09,2.73562983017437
"106","Gbp9",2.3111572254477,4.39344928979634e-13,-1.79108791073983,9.38070638947443e-12,4.91002565922703e-12,4.10224513618753
"107","Ggt5",1.30038856170471,0.0361865328963891,-4.61909987755816,8.88696110977965e-13,0.0180932664486389,5.91948843926287
"108","Gins2",-1.94430536075652,5.28692497275922e-05,1.70575459100847,2.74164623646469e-05,4.01428560461196e-05,3.65005995176499
"109","Gldc",-2.24755779169298,0.0138299573333282,3.11420706720013,0.000181249960610333,0.00700560364696927,5.36176485889311
"110","Glmn",-1.15242605684887,0.000774323526720638,1.13854520636432,0.000195542352505258,0.000484932939612948,2.29097126321319
"111","Gm12185",2.26658256141786,0.0155595923812256,-2.60342743086394,0.00131072168555379,0.00843515703338968,4.8700099922818
"112","Gm20696",1.49138781054181,0.000230996873012858,-1.42769382788529,8.42956454456714e-05,0.000157646259229265,2.9190816384271
"113","Gm28053",2.26607524140146,0.000702308950322292,-1.50026444694062,0.015691556936568,0.00819693294344514,3.76633968834209
"114","Gm49322",2.10465919850142,0.00932361996539535,-1.5017577922842,0.0457320146123183,0.0275278172888568,3.60641699078563
"115","Gm49396",1.35534184767627,0.00514763525743795,-1.91258902406958,1.23386833015551e-05,0.00257998697036975,3.26793087174585
"116","Gm4951",2.87556265682044,0.000104249777282915,-1.48927183956476,0.0345952500513305,0.0173497499143067,4.3648344963852
"117","Gnb4",-2.75176147915718,0.00145343583768957,-1.03873330022758,0.013311689008805,0.00738256242324728,1.7130281789296
"118","Gstm1",-1.52756628624523,5.68917221158291e-05,1.62577949221642,4.20510962981608e-06,3.05484158728226e-05,3.15334577846165
"119","Gzmb",-2.33348415015399,3.6391574859258e-07,1.30317691168552,9.14306275733927e-06,4.75348925296592e-06,3.63666106183951
"120","H1f2",1.43930181209038,0.00146030344086368,-4.39487406850299,7.85809971529876e-16,0.000730151720432231,5.83417588059337
"121","H2-Q2",2.07082304367246,0.0103046220718788,-2.98479965864391,1.88175123150451e-05,0.00516171979209691,5.05562270231637
"122","H2bc22",-1.8628839544137,0.0298115780031784,1.54421839971302,0.0409444608005334,0.0353780194018559,3.40710235412672
"123","Hacd1",-1.63110026095354,0.0442812926553261,2.29040787916431,0.00152200934936332,0.0229016510023447,3.92150814011784
"124","Hbegf",-1.7789176134216,0.0438902153808521,2.43520180877599,0.00186714486323053,0.0228786801220413,4.21411942219759
"125","Henmt1",-2.30066002272729,0.017203591949322,2.71193913273454,0.00199908834307021,0.00960134014619612,5.01259915546183
"126","Herc1",1.23530888307164,1.95907132092498e-07,-1.46444497721705,1.4818380658887e-10,9.80276579495434e-08,2.69975386028869
"127","Hmbox1",1.31008429949144,0.000280204691216961,-1.00904108614526,0.00169355472436973,0.000986879707793343,2.3191253856367
"128","Hsf2bp",-1.93755951875599,0.000437556386555401,4.72644811233714,1.02403346622355e-07,0.000218829394951012,6.66400763109313
"129","Hyal1",1.42764434044415,0.0331455787903091,-1.61655244262491,0.00512415836546251,0.0191348685778858,3.04419678306906
"130","Idi1",-1.11744495223943,1.29489649520463e-05,3.25909559320004,2.13293382986428e-11,6.47449314069228e-06,4.37654054543947
"131","Idua",1.01205528253164,0.00119174485598317,-1.8488754350066,1.88329043040174e-09,0.000595873369636801,2.86093071753824
"132","Ier3",-1.35409900010211,0.000479798078719368,1.49898915518766,4.36128703724102e-05,0.000261705474545889,2.85308815528977
"133","Ifit1bl1",1.31411131420389,0.00462417135982736,-3.1618233664684,3.1713905564686e-11,0.00231208569577063,4.47593468067228
"134","Ifit1bl2",1.89952585789912,0.0290459237693715,-1.77221757951679,0.0208040882193073,0.0249250059943394,3.6717434374159
"135","Ifit3b",2.04137501597305,0.0031133831452268,-3.66301214469194,5.11236028963611e-09,0.00155669412879354,5.70438716066499
"136","Igsf3",2.04111927113433,0.00838238867748767,-1.58969576134487,0.0247471048842115,0.0165647467808496,3.6308150324792
"137","Il12rb1",-2.64230910499002,0.000248548228527388,-1.13994592594999,0.000910557596824967,0.000579552912676177,1.50236317904003
"138","Il1b",-2.09666909822159,0.0168437484615783,3.09121164337541,0.000646850151149472,0.00874529930636388,5.187880741597
"139","Il22",-3.13544200939,0.00136478358624593,4.4461469629197,1.39071588621861e-06,0.000683087151066074,7.58158897230969
"140","Il4",-1.16410519925742,0.00813474178559555,3.55685429759415,5.89618370589129e-08,0.00406740037371631,4.72095949685157
"141","Inka2",-2.16940896224278,0.0377875424181024,1.94863857028476,0.0329203743441161,0.0353539583811092,4.11804753252754
"142","Inpp4a",1.18170850872781,0.00335673690031894,-1.30899361967338,0.000280013078905332,0.00181837498961214,2.4907021284012
"143","Insig1",-1.06806523530755,3.88149358573524e-11,1.73219171958297,3.09787572928749e-18,1.94074694776141e-11,2.80025695489052
"144","Itga9",2.32389180196118,0.0453167182725507,-4.75966677565104,3.0823029611095e-07,0.0226585132514234,7.08355857761222
"145","Itpkb",1.19085306946067,4.11305985870436e-08,-1.65449319195897,1.74364834750887e-13,2.05653864759392e-08,2.84534626141964
"146","Kcnj10",1.77025695526842,0.0381042449633193,-4.93839010157535,1.81237667652878e-10,0.0190521225722785,6.70864705684377
"147","Kctd2",1.02425835474108,1.87890577253371e-05,-1.7792454716681,2.57073808181163e-12,9.39453014803759e-06,2.80350382640918
"148","Klc3",-3.19380428937355,0.000131347588904682,-1.65760491238474,0.0017719156130564,0.000951631600980542,1.53619937698881
"149","Klhl24",1.08582755331624,0.00114839843789252,-1.76459442526554,3.10952103785681e-08,0.00057421476655145,2.85042197858178
"150","Kyat3",-2.21849817623671,0.00567471127562153,1.84071808408527,0.00712610185470677,0.00640040656516415,4.05921626032197
"151","Ldlrad3",-1.94212953030144,0.0462278792325264,2.61665975931096,0.00373312408745711,0.0249805016599918,4.5587892896124
"152","Lgals7",-1.23277722393489,8.77169907860621e-06,4.75908860383693,3.54758225646588e-12,4.38585131309423e-06,5.99186582777183
"153","Lhfp",-1.48796580153938,0.00306810914223624,4.59465853116386,6.74977822881701e-07,0.00153439206002956,6.08262433270324
"154","Lig4",-1.06571041694957,0.0368730933208863,1.00452478481685,0.0224441979627654,0.0296586456418259,2.07023520176641
"155","Lpar3",-1.26492029152311,0.00721367869712818,6.05646914481193,2.3355701070427e-11,0.00360683936024194,7.32138943633504
"156","Lzts3",-2.24021097237877,0.0109118558766702,2.1356690360646,0.00586575168123404,0.00838880377895213,4.37588000844337
"157","Mad2l2",-1.01944310806436,1.51733294787777e-08,1.50882796317627,1.20115697825172e-13,7.58672479723778e-09,2.52827107124063
"158","Magohb",-1.07650007845154,0.00244032718316529,1.87155062238398,5.37514873366765e-06,0.00122285116594948,2.94805070083552
"159","Man1c1",2.42170346018453,0.00171905534104947,-5.15307293911724,8.91267500064386e-12,0.000859527674981073,7.57477639930177
"160","Man2a2",1.09628011252147,1.78581152085418e-06,-1.92373304498792,2.71345860812114e-14,8.92905773994381e-07,3.0200131575094
"161","Maoa",-3.50726741762583,0.000223836005404843,2.04778100172647,0.00861860110738184,0.00442121855639334,5.5550484193523
"162","Mapkbp1",-1.26584055416984,0.00674700347212251,1.77070094692511,0.000279787769086462,0.00351339562060448,3.03654150109496
"163","Marcksl1",1.04592009893463,6.0095636271932e-10,2.72524097523082,3.43842360285974e-17,3.00478198551778e-10,1.67932087629619
"164","Marf1",1.28048201018439,0.00444615724038609,-1.16766855029733,0.00367090852853666,0.00405853288446138,2.44815056048172
"165","Mboat4",2.46518534610411,0.0110938926994768,-4.06570710325189,7.61000829024867e-07,0.00554732685015291,6.530892449356
"166","Med12l",2.43435147546833,0.0154913929580175,-2.01857560488008,0.027335917928064,0.0214136554430407,4.45292708034842
"167","Mmp17",2.32600705585541,0.00921016008417529,-2.19229692034992,0.0059941122013796,0.00760213614277745,4.51830397620532
"168","Mtfr2",2.33546546783724,0.0136356496399545,-1.99848852905996,0.0184229006113818,0.0160292751256682,4.3339539968972
"169","Muc1",-1.17500022394785,0.0179582549194564,5.48244854193367,4.31036041699815e-10,0.00897912767524624,6.65744876588151
"170","Mxd4",1.44552027852291,0.000133964901540131,-3.25814837340933,2.56091915336752e-14,6.69824507828702e-05,4.70366865193224
"171","Naaladl1",-2.07741772209949,0.0453258327971236,2.15824128789759,0.0177977267698795,0.0315617797835016,4.23565900999708
"172","Ncmap",-1.20157361866008,0.000251923618291561,1.56104049179386,2.0507762549292e-06,0.000126987197273245,2.76261411045395
"173","Ncs1",-1.76563322016502,1.33346540979201e-05,5.86919588392767,7.07399652780096e-12,6.66733058595829e-06,7.63482910409269
"174","Nefh",-1.19082379326001,1.81602819266912e-07,2.79395193552476,2.38827595831605e-14,9.0801421574836e-08,3.98477572878476
"175","Nemp2",1.09827065995973,0.00117403027464892,-1.66988152898934,1.72327740664296e-07,0.000587101301194794,2.76815218894907
"176","Ngp",-1.14244282098739,0.0297016234367731,1.2556650592844,0.0065407395229141,0.0181211814798436,2.39810788027179
"177","Nme6",-1.51442840836846,0.00047788507971914,1.12961724351643,0.00109845072749687,0.000788167903608005,2.64404565188489
"178","Npas4",-2.71395491994666,0.00407543009144493,3.7711453029577,1.75560555349483e-05,0.00204649307348994,6.48510022290436
"179","Npw",-2.6967661188019,0.000534159926710011,2.7775896846,8.67010569202746e-05,0.000310430491815143,5.47435580340189
"180","Nqo1",-1.48777257204768,0.00442859808553892,6.70329770212766,4.75825412992972e-11,0.00221429906656073,8.19107027417534
"181","Nrn1",-1.09078956685543,0.000910246193938728,1.72234524673164,1.6280682827644e-06,0.000455937131110746,2.81313481358707
"182","Nudt2",-1.27782964195642,0.00264486268107693,1.10974195050898,0.00174073337153606,0.00219279802630649,2.3875715924654
"183","Nup210l",3.21811533271124,4.50571897032273e-05,-1.78325146303795,0.0158403530369346,0.00794270511331893,5.00136679574918
"184","Nutm1",-2.82845826491369,0.0026857102777838,3.49770884268289,5.68553454175755e-05,0.00137128281160069,6.32616710759658
"185","Oas2",2.11802347487287,0.0142164326705903,-3.63354613044441,1.58363530380732e-06,0.00710900815294707,5.75156960531728
"186","Oasl2",1.92275854273448,0.00512931460023175,-2.97420967565411,2.22861108582055e-06,0.00256577160565879,4.89696821838858
"187","Obp2a",-1.77194249629774,0.0492562758084227,1.85276606209584,0.019002369634978,0.0341293227217003,3.62470855839357
"188","Ociad2",-1.83367051422045,0.0420636649667349,2.40190963712539,0.00251496351769904,0.022289314242217,4.23558015134584
"189","Opn3",-1.73187779755724,0.0242354304374531,3.71551343027455,5.03253496400809e-07,0.0121179668454748,5.44739122783179
"190","Osgin1",1.89126219073954,0.0265096366839719,-4.1138525842683,2.85039560505774e-08,0.013254832593964,6.00511477500783
"191","Pak6",-2.58734213521779,0.00697683678033378,2.1852383363361,0.0107789273703135,0.00887788207532363,4.77258047155389
"192","Pan3",1.18937509562223,0.000254518458160166,-1.91068450525388,1.96464388805751e-09,0.000127260211402027,3.10005960087611
"193","Pank1",2.16237507006388,0.0127433430182406,-2.76386103600262,0.000224386555010703,0.00648386478662564,4.9262361060665
"194","Parp9",1.04434302681228,2.84152274801038e-05,-1.73300114738869,1.9237489790842e-11,1.42076233587968e-05,2.77734417420097
"195","Pde1b",1.64961486694423,0.00035568677184006,-1.13045700707207,0.00693168543279545,0.00364368610231776,2.78007187401631
"196","Pdlim4",-1.49559211522487,0.0328121561783741,-4.2001961034832,1.45488251243791e-15,0.0164060780891878,2.70460398825833
"197","Pdxk",-1.00760469834065,3.23887925311495e-05,1.37466277451727,3.33159963240968e-08,1.62110542637368e-05,2.38226747285791
"198","Pdzk1ip1",-1.72326614802201,0.00456387877784655,2.37267344110723,0.000101191614540236,0.00233253519619339,4.09593958912923
"199","Penk",-1.03643011554228,0.00968794754292469,2.03181540724152,2.27499895173515e-05,0.00485534876622102,3.06824552278379
"200","Pex6",1.212920632201,1.91068354649142e-06,-1.19128502762896,2.64124098846059e-07,1.08740382266874e-06,2.40420565982996
"201","Phgdh",-1.24941486915025,4.39344928979634e-13,3.01119859227719,7.64391356643083e-25,2.19672464490199e-13,4.26061346142744
"202","Phldb3",2.34267396683524,0.0115515395431602,-3.27334415555622,4.99569926010342e-05,0.00580074826788064,5.61601812239145
"203","Pigw",-1.09641441347604,0.00256447932794662,3.18361651835222,2.91586289541801e-08,0.00128225424328779,4.28003093182826
"204","Pik3r3",2.97457091300464,0.0025287065110653,-3.98255011280678,4.45084759201381e-06,0.00126657867932866,6.95712102581142
"205","Pipox",-3.02289023858739,0.00185554316932997,1.83160450578865,0.035004945023885,0.0184302440966075,4.85449474437603
"206","Pitpnm1",1.01103012561727,5.07958211428373e-05,-1.650205806944,1.23591319869976e-10,2.53979723670786e-05,2.66123593256128
"207","Plcxd2",1.11254065017098,1.18007380052261e-05,-1.85341071294163,3.33800892834971e-12,5.90037067161754e-06,2.9659513631126
"208","Pld6",-1.96757006335074,0.030061708370278,2.04316952852097,0.0107730531921971,0.0204173807812376,4.01073959187171
"209","Plekhg2",1.08288153761658,5.70133907985666e-05,-2.36932876992654,1.0200772574547e-14,2.85066954043837e-05,3.45221030754313
"210","Plp2",-1.299101757082,1.27629992868162e-08,1.69357730523975,2.55414652134214e-12,6.38277671666879e-09,2.99267906232175
"211","Pmvk",-1.30874391886835,1.07714330623111e-06,1.48121285074796,1.00200349259738e-08,5.43581670578542e-07,2.78995676961631
"212","Podnl1",2.54276359939143,0.0136790215371321,-5.21086288828031,3.33926691649951e-09,0.00683951243819953,7.75362648767174
"213","Pou5f2",2.43316167049856,0.00773882989675374,-2.54095946944429,0.00167314528587731,0.00470598759131552,4.97412113994285
"214","Ppfibp1",-2.41430702811443,0.00437377077877676,1.25337648192396,0.0373944973611907,0.0208841340699837,3.66768351003839
"215","Prkab2",-2.04934727666601,0.00169313959225112,1.00956185302926,0.0212169310588899,0.0114550353255705,3.05890912969527
"216","Pros1",-1.39077436144501,0.00739645477578985,1.60546096656894,0.00131571406238465,0.00435608441908725,2.99623532801395
"217","Prxl2c",-1.22778640804558,0.0181721916223357,-2.74398013203389,9.5170955459933e-13,0.00908609581164369,1.51619372398831
"218","Ptpmt1",-1.0024586701716,0.000122811073605901,1.10199280042616,5.0102760570732e-06,6.3910674831487e-05,2.10445147059776
