"","gene","logFC1","adj.P.Val1","logFC2","adj.P.Val2","mean_adj.P.Val","logFCDistance"
"66","Cth",-1.57701207181205,0.0378578039053375,6.87515524983979,1.35638371717465e-14,0.0189289019526756,8.45216732165184
"67","Ctnnbip1",-3.11095134587026,4.96332830322751e-05,1.39067215662128,0.00386502828693248,0.00195733078498238,4.50162350249154
"68","Cxcl3",-1.54560135580781,0.0265893962097665,5.07404827922588,4.5070113542112e-11,0.0132946981274183,6.6196496350337
"69","Cyp20a1",-1.26170307463797,6.47534838781252e-06,2.11598909467127,3.38961799136358e-11,3.23769114199622e-06,3.37769216930924
"70","Cyp2d22",2.15717437542232,0.0160179378510576,-3.82317690891297,2.3592326240005e-15,0.00800896892553,5.98035128433528
"71","Dctd",-1.42845348862001,2.13992760260204e-05,2.26915390703245,1.62945328492934e-09,1.07004527396527e-05,3.69760739565245
"72","Dennd1c",-1.15072942750443,0.000104614359150539,-3.14551359178239,4.79450094889331e-30,5.23071795752697e-05,1.99478416427796
"73","Dgat2",-1.21141518119808,1.34214144998917e-05,1.38086741797981,0.000161714703909545,8.75680592047186e-05,2.59228259917789
"74","Dhcr24",-1.69173131929821,6.26054519356558e-08,1.76478854046911,7.28550733775417e-11,3.13391535045167e-08,3.45651985976732
"75","Dhrs13",-1.05255570240964,0.000269367854394238,2.28587845675049,1.72182398367838e-11,0.000134683935806239,3.33843415916013
"76","Dhx58",1.22256534100444,0.00421371449384667,-2.15587150889457,7.1168169825019e-13,0.00210685724727918,3.37843684989902
"77","Dipk1b",-2.86010129030336,0.000602339771124451,1.52993628762408,0.00136238695126771,0.000982363361196081,4.39003757792744
"78","Dna2",-2.20652228983937,0.0181902155433286,2.20861300965851,7.8652857408236e-06,0.00909904041453471,4.41513529949788
"79","Dnah8",2.68392730838236,0.00208115660495947,-4.8704704398497,1.35356961720044e-22,0.00104057830247973,7.55439774823206
"80","Dnph1",-2.19276238766522,2.24246410589308e-05,4.60872920821334,2.84735931994774e-15,1.12123205308891e-05,6.80149159587856
"81","Dock2",1.05226048219416,3.03328702843736e-07,-2.05200183092247,5.95521587095613e-24,1.51664351421868e-07,3.10426231311662
"82","Dscc1",-2.39943261180358,0.00831909949514498,1.60199574212171,0.000752572255141845,0.00453583587514341,4.00142835392529
"83","Dtx1",-2.95703875642296,0.00156605262351816,-6.88276916695977,8.86785035792509e-31,0.000783026311759082,3.92573041053681
"84","Dut",-1.14497138104832,4.59083121215516e-06,2.23421009216744,1.20510948757923e-20,2.29541560607759e-06,3.37918147321576
"85","Dynlt2b",-3.53255206701275,3.95520830577684e-06,1.87630059057032,0.000100542170445886,5.22486893758315e-05,5.40885265758306
"86","Dyrk1b",1.32353978138304,0.0067926990147271,-1.68851283415613,5.13576505879762e-10,0.0033963497641518,3.01205261553917
"87","Ednrb",-1.90083436677265,0.0043765986822884,1.32476386198976,0.00619967986380868,0.00528813927304854,3.22559822876241
"88","Egfl7",-3.39103446183795,3.43615701533546e-05,4.88181715139359,1.55171177880076e-11,1.71807928352362e-05,8.27285161323154
"89","Ehd3",-1.06564914079038,0.00378484883658774,-3.15381189702736,1.27192483169241e-25,0.00189242441829387,2.08816275623698
"90","Eif5a2",-1.95901402644734,0.000386293267522493,1.32512980663079,0.000293010444686885,0.000339651856104689,3.28414383307812
"91","Entpd7",-1.84299344491836,0.00218718657024843,1.69318690046181,0.000277814657434145,0.00123250061384129,3.53618034538018
"92","Ephb6",1.36532418423317,0.00193220073483204,-2.09672369425704,9.5731932461333e-16,0.0009661003674165,3.46204787849021
"93","Ephx4",-2.20882237960199,0.0156972753503743,1.22081687127388,0.0454397345113516,0.030568504930863,3.42963925087587
"94","Erg28",-1.02061890484166,8.36128431763634e-08,2.01200209798549,9.66606194178944e-19,4.1806421588665e-08,3.03262100282715
"95","Etv4",-1.74066830820076,0.0201839943840098,3.58328272770403,6.7047272973141e-10,0.0100919975272413,5.32395103590479
"96","F3",2.85659228656239,0.00209593059598322,5.00631830662042,5.52853334483425e-11,0.00104796532563427,2.14972602005804
"97","Fam216a",-1.18522866272299,0.00523161605887624,1.31506190834298,4.6231137022747e-07,0.00261603918512324,2.50029057106597
"98","Fanca",-1.73746311044962,0.0273245650061062,2.4979796414373,4.84140880846646e-07,0.0136625245734935,4.23544275188692
"99","Fancb",-3.2180502514642,0.000352520265949448,1.72255216025917,0.000251890123917876,0.000302205194933662,4.94060241172336
"100","Fgd2",-2.20949760548996,0.0464356889153745,-3.91052458655382,2.05840369516589e-11,0.0232178444679793,1.70102698106386
"101","Flt3l",-1.46766401519407,0.00278498619629509,-3.53846489579423,2.2824409315991e-26,0.00139249309814755,2.07080088060016
"102","Foxk1",1.48037504342752,1.91077330527318e-07,-1.09487080541805,4.54941362715709e-11,9.55614123317948e-08,2.57524584884558
"103","Fyco1",1.09633672540648,5.61909945110747e-05,-2.19228956067386,7.95319536121261e-18,2.80954972555414e-05,3.28862628608034
"104","Fzd9",-2.00973041469841,0.0330739790438827,2.8484477752463,0.00010066187849637,0.0165873204611895,4.85817818994471
"105","Gbp10",1.98299631477874,0.0343044455839359,-4.42430119879917,2.13130535116437e-16,0.0171522227919681,6.40729751357791
"106","Gbp11",2.24781376168502,0.0497714277091027,-3.45167346857951,2.00805277649738e-11,0.0248857138645916,5.69948723026453
"107","Gbp4",1.14808534698228,2.99232502845022e-09,-3.0321213575466,1.03632881772701e-25,1.49616251422511e-09,4.18020670452888
"108","Gbp9",2.3111572254477,4.39344928979634e-13,-3.60143175504573,1.46825322580049e-22,2.1967246456323e-13,5.91258898049343
"109","Ggt5",1.30038856170471,0.0361865328963891,-5.10664207993958,1.58974992869171e-25,0.0180932664481945,6.40703064164429
"110","Gins2",-1.94430536075652,5.28692497275922e-05,3.80879230477062,6.80306821359257e-15,2.64346248671976e-05,5.75309766552714
"111","Gja1",3.04999590047649,0.000718110786817677,4.98222409903063,1.129249760577e-10,0.000359055449871326,1.93222819855414
"112","Gldc",-2.24755779169298,0.0138299573333282,2.32923299374248,0.000156603878004871,0.00699328060566654,4.57679078543546
"113","Glmn",-1.15242605684887,0.000774323526720638,1.22904822382612,4.33307172566703e-06,0.000389328299223152,2.38147428067499
"114","Gm12185",2.26658256141786,0.0155595923812256,-2.82039395959044,7.338675036825e-08,0.00777983288398796,5.0869765210083
"115","Gm12258",1.49731945777231,0.0130623993367531,-1.58918524086595,0.000233735467439357,0.00664806740209625,3.08650469863826
"116","Gm20696",1.49138781054181,0.000230996873012858,-2.57523495599628,2.21580722024477e-13,0.000115498436617219,4.06662276653809
"117","Gm28053",2.26607524140146,0.000702308950322292,-1.48608503344488,0.000194060238813577,0.000448184594567934,3.75216027484634
"118","Gm49396",1.35534184767627,0.00514763525743795,-2.32169294753931,6.92158740483227e-13,0.00257381762906506,3.67703479521558
"119","Gm4951",2.87556265682044,0.000104249777282915,-1.63648131080919,0.000670810176568579,0.000387529976925747,4.51204396762963
"120","Gm6169",-1.68564329550671,0.0163487037598719,2.04264987857257,2.59013725667786e-05,0.00818730256621934,3.72829317407928
"121","Gmnn",-1.06912464087512,0.00808955411744145,2.14691606979159,3.22189668853604e-15,0.00404477705872234,3.21604071066671
"122","Gnb5",-1.79723257012754,0.0250137836103759,1.53025245807863,0.000469625361189782,0.0127417044857829,3.32748502820616
"123","Gzmb",-2.33348415015399,3.6391574859258e-07,2.83000708770438,5.12034511559557e-16,1.81957874552307e-07,5.16349123785837
"124","H1f2",1.43930181209038,0.00146030344086368,-3.21928129213538,1.71247050290281e-26,0.000730151720431838,4.65858310422575
"125","H2-Q2",2.07082304367246,0.0103046220718788,-1.51352033325776,9.87478935818575e-05,0.00520168498273031,3.58434337693021
"126","H2bc22",-1.8628839544137,0.0298115780031784,1.58236386319739,0.00377484239599281,0.0167932101995856,3.44524781761109
"127","Hacd1",-1.63110026095354,0.0442812926553261,4.22775480116754,4.74381523332377e-10,0.0221406465648538,5.85885506212108
"128","Hbegf",-1.7789176134216,0.0438902153808521,3.70438245008246,8.29730488336415e-08,0.0219451491769505,5.48330006350406
"129","Helz2",1.66698433491056,3.09811808827453e-12,-1.8557100977482,3.19553571887447e-18,1.54906064190513e-12,3.52269443265876
"130","Herc1",1.23530888307164,1.95907132092498e-07,-1.37742344841845,1.65541651139089e-15,9.79535668739573e-08,2.61273233149009
"131","Hook2",1.78997015446961,2.88766116683114e-09,3.74100235292242,9.20699867415882e-13,1.44429093334928e-09,1.95103219845282
"132","Hyal1",1.42764434044415,0.0331455787903091,-2.48994635159037,7.28204783218827e-09,0.0165727930361785,3.91759069203452
"133","Idi1",-1.11744495223943,1.29489649520463e-05,2.92899356512863,5.55104664025927e-11,6.47451023125633e-06,4.04643851736806
"134","Idua",1.01205528253164,0.00119174485598317,-1.409243807011,8.45715441454242e-13,0.000595872428414444,2.42129908954264
"135","Ier3",-1.35409900010211,0.000479798078719368,1.96996406111471,1.90383309250385e-08,0.000239908558525147,3.32406306121682
"136","Ifit1bl1",1.31411131420389,0.00462417135982736,-5.996418021228,1.13745129249784e-27,0.00231208567991368,7.31052933543188
"137","Ifit1bl2",1.89952585789912,0.0290459237693715,-2.85936499624755,4.12827309135887e-07,0.0145231682983403,4.75889085414667
"138","Ifit3b",2.04137501597305,0.0031133831452268,-4.41454356542878,1.13193671096961e-18,0.0015566915726134,6.45591858140183
"139","Ighg3",2.68938095993779,0.0273021038660828,-1.74880847781998,0.0259471278239718,0.0266246158450273,4.43818943775777
"140","Igsf3",2.04111927113433,0.00838238867748767,-1.39139810961445,0.00186929908389536,0.00512584388069152,3.43251738074878
"141","Igsf9",-2.27407217740922,0.0231357554868623,1.367563416047,0.0303244591614272,0.0267301073241448,3.64163559345622
"142","Il12rb1",-2.64230910499002,0.000248548228527388,2.29510838232249,4.80318784721184e-15,0.000124274114266096,4.93741748731252
"143","Il22",-3.13544200939,0.00136478358624593,3.1764563312774,2.33692181616871e-05,0.000694076402203809,6.3118983406674
"144","Il4",-1.16410519925742,0.00813474178559555,1.80110197067701,0.000910678789600984,0.00452271028759827,2.96520716993443
"145","Il6st",1.15590565764799,3.47846184520127e-06,-2.34911268158309,2.22785845577864e-14,1.73923093373993e-06,3.50501833923108
"146","Inka2",-2.16940896224278,0.0377875424181024,2.56569666002306,0.00059634097317381,0.0191919416956381,4.73510562226584
"147","Inpp4a",1.18170850872781,0.00335673690031894,-1.66213926820649,1.13008029412079e-09,0.00167836901519962,2.8438477769343
"148","Itga9",2.32389180196118,0.0453167182725507,-3.18311646306854,2.01915314777765e-09,0.0226583601458519,5.50700826502971
"149","Itpkb",1.19085306946067,4.11305985870436e-08,-3.45486382885572,1.43695723198215e-26,2.05652992935218e-08,4.64571689831639
"150","Itpripl2",-2.22349790396636,0.0252375328481198,1.80082826613956,0.00576918918907749,0.0155033610185986,4.02432617010592
"151","Kcnj10",1.77025695526842,0.0381042449633193,-4.37777790028332,3.29545122312338e-15,0.0190521224816613,6.14803485555174
"152","Kctd2",1.02425835474108,1.87890577253371e-05,-1.85215403104665,6.43774444410511e-19,9.39452886266887e-06,2.87641238578773
"153","Kifap3",-2.05828319009126,0.0439965443037478,2.09051305114006,0.000520247483907224,0.0222583958938275,4.14879624123131
"154","Klc3",-3.19380428937355,0.000131347588904682,-1.06791168761308,0.000413863404709194,0.000272605496806938,2.12589260176047
"155","Klhl24",1.08582755331624,0.00114839843789252,-1.50270454806623,7.62869853421937e-12,0.00057419922276061,2.58853210138247
"156","Kyat3",-2.21849817623671,0.00567471127562153,3.31355750596343,2.55935131179053e-07,0.00283748360537636,5.53205568220014
"157","Lamb3",1.00400682349176,2.97298008320819e-05,-1.99979890866028,8.16412215567945e-13,1.48649008242471e-05,3.00380573215204
"158","Ldlrad3",-1.94212953030144,0.0462278792325264,1.85366778523605,0.0160246139957948,0.0311262466141606,3.79579731553749
"159","Lgals7",-1.23277722393489,8.77169907860621e-06,3.49694336464095,2.99709216968031e-09,4.38734808538794e-06,4.72972058857584
"160","Lpar3",-1.26492029152311,0.00721367869712818,1.46476977467595,0.0274451133306533,0.0173293960138907,2.72969006619906
"161","Lrrc39",2.06310150629579,0.0148574953601718,-1.16874609598799,0.037423767197435,0.0261406312788034,3.23184760228378
"162","Lzts3",-2.24021097237877,0.0109118558766702,1.62913562905466,0.0103985784272394,0.0106552171519548,3.86934660143343
"163","Mad2l2",-1.01944310806436,1.51733294787777e-08,1.19983597164506,3.5069433547724e-13,7.5868400865566e-09,2.21927907970942
"164","Magohb",-1.07650007845154,0.00244032718316529,2.28956104771066,8.40081022538197e-09,0.00122016779198776,3.3660611261622
"165","Man1c1",2.42170346018453,0.00171905534104947,-1.9528991605294,3.13195213259871e-13,0.000859527670681333,4.37460262071393
"166","Man2a2",1.09628011252147,1.78581152085418e-06,-1.13295903915191,5.59150043528797e-15,8.92905763222838e-07,2.22923915167338
"167","Maoa",-3.50726741762583,0.000223836005404843,2.73993383329233,6.57935219011679e-05,0.000144814763653005,6.24720125091816
"168","Mapk8ip3",1.10445885446761,1.69511828014829e-06,-1.17950534786409,1.33333945400731e-11,8.47565806771414e-07,2.28396420233171
"169","Marcksl1",1.04592009893463,6.0095636271932e-10,3.17686126062318,3.19762685442754e-21,3.00478181361259e-10,2.13094116168854
"170","Mboat1",-2.81969155371228,5.24728670828558e-06,-1.16264790222394,2.93027034928591e-11,2.62365800549453e-06,1.65704365148834
"171","Mboat4",2.46518534610411,0.0110938926994768,-2.78424344419721,2.76609513880269e-08,0.00554696018021409,5.24942879030132
"172","Mcts2",1.73970692438339,0.0267551967324929,-1.30852968114177,0.00512241131297137,0.0159388040227321,3.04823660552516
"173","Mmgt1",-1.11855161223439,0.00321942641275561,1.23003397363577,5.1302889888957e-06,0.00161227835087225,2.34858558587016
"174","Mpp2",-2.55278223079973,0.0342180175456354,1.93004827551085,0.0077512636282478,0.0209846405869416,4.48283050631059
"175","Mss51",1.95991624138467,0.0326899817154897,-1.86912380018382,0.00131298734513114,0.0170014845303104,3.82904004156849
"176","Muc1",-1.17500022394785,0.0179582549194564,4.6644464045752,4.34300589617302e-09,0.00897912963123117,5.83944662852305
"177","Mxd1",1.16951678653204,1.28237301851794e-09,-1.25961312259861,4.58261573794087e-12,6.4347781712794e-10,2.42912990913065
"178","Mxd4",1.44552027852291,0.000133964901540131,-2.58145902197642,1.75310572550038e-21,6.69824507700656e-05,4.02697930049933
"179","Naaladl1",-2.07741772209949,0.0453258327971236,2.47608618376,0.000244629416168603,0.0227852311066461,4.5535039058595
"180","Nacc2",-2.60716498162348,0.0161902890507945,-4.41547026626897,4.58790731619446e-16,0.0080951445253975,1.80830528464549
"181","Ncs1",-1.76563322016502,1.33346540979201e-05,6.12816079843562,4.86479582784192e-13,6.66732729219982e-06,7.89379401860064
"182","Nefh",-1.19082379326001,1.81602819266912e-07,2.70213886886249,2.78937380537362e-15,9.08014110281431e-08,3.8929626621225
"183","Nemp2",1.09827065995973,0.00117403027464892,-1.63895404153786,1.18767889596726e-12,0.000587015137918301,2.73722470149759
"184","Nenf",-1.90579203544945,0.0123476507691771,1.05084365663428,0.00435217740084623,0.00834991408501168,2.95663569208373
"185","Ngp",-1.14244282098739,0.0297016234367731,-2.78946644990514,8.1845907694103e-09,0.0148508158106819,1.64702362891775
"186","Nme6",-1.51442840836846,0.00047788507971914,1.80401505416061,3.34343199612007e-08,0.00023895925701955,3.31844346252907
"187","Nmral1",-1.67886419138492,0.0163487037598719,1.60173380987933,5.10620047871228e-06,0.0081769049801753,3.28059800126425
"188","Npas4",-2.71395491994666,0.00407543009144493,1.86638602120233,0.0036219189063065,0.00384867449887572,4.58034094114899
"189","Npw",-2.6967661188019,0.000534159926710011,3.81340902112215,3.1136511842938e-10,0.000267080119037565,6.51017513992405
"190","Nqo1",-1.48777257204768,0.00442859808553892,3.05861260106778,0.000148289480094812,0.00228844378281687,4.54638517311546
"191","Nrn1",-1.09078956685543,0.000910246193938728,2.10081446269512,1.64502031937191e-09,0.000455123919479524,3.19160402955055
"192","Nudt1",-1.81597110915492,1.09233781964931e-06,1.20683936889997,4.91270815914805e-10,5.46414545232612e-07,3.02281047805489
"193","Nudt2",-1.27782964195642,0.00264486268107693,1.77572588205387,8.32370926028129e-08,0.00132247295908477,3.05355552401029
"194","Nup210l",3.21811533271124,4.50571897032273e-05,-1.36235606469132,0.00278646319335715,0.00141576019153019,4.58047139740256
"195","Nutm1",-2.82845826491369,0.0026857102777838,2.30702992570085,0.000362571005320898,0.00152414064155235,5.13548819061454
"196","Oas2",2.11802347487287,0.0142164326705903,-5.26834798330669,8.16054712482449e-20,0.00710821633529517,7.38637145817956
"197","Oasl2",1.92275854273448,0.00512931460023175,-5.11006853873075,6.72557321387983e-20,0.00256465730011588,7.03282708146523
"198","Obp2a",-1.77194249629774,0.0492562758084227,1.50124194255193,0.00784881948572633,0.0285525476470745,3.27318443884966
"199","Ociad2",-1.83367051422045,0.0420636649667349,2.48447302061689,5.51648700955975e-05,0.0210594149184152,4.31814353483734
"200","Opn3",-1.73187779755724,0.0242354304374531,4.70032100583549,2.73425713718442e-12,0.0121177152200937,6.43219880339274
"201","Osgin1",1.89126219073954,0.0265096366839719,-3.9237195037963,9.85266753684783e-18,0.0132548183419859,5.81498169453584
"202","Ovgp1",2.07294619970524,0.014434086092623,-2.22093562827452,2.96216317082565e-05,0.0072318538621656,4.29388182797977
"203","Pafah1b3",-1.48350086977261,0.000321646283661285,1.3566269843084,1.07835879928608e-07,0.000160877059770607,2.84012785408101
"204","Pak6",-2.58734213521779,0.00697683678033378,2.06327019121235,0.00132723036397497,0.00415203357215438,4.65061232643014
"205","Pan3",1.18937509562223,0.000254518458160166,-1.85017980011491,1.46948317475113e-15,0.000127259229080818,3.03955489573714
"206","Paqr4",-2.59634636220912,0.00335673690031894,1.5796742311454,0.000579646652403525,0.00196819177636123,4.17602059335452
"207","Parp9",1.04434302681228,2.84152274801038e-05,-1.245946377712,2.18181617323051e-13,1.42076138491427e-05,2.29028940452428
"208","Pde1b",1.64961486694423,0.00035568677184006,-1.41834676816326,1.29213625980672e-06,0.000178489454049934,3.06796163510749
"209","Pdlim4",-1.49559211522487,0.0328121561783741,-4.46837988576874,1.7698705534702e-26,0.016406078089187,2.97278777054387
"210","Pdxk",-1.00760469834065,3.23887925311495e-05,1.20378784365668,1.14990545648062e-08,1.62001457928572e-05,2.21139254199733
"211","Pdzk1ip1",-1.72326614802201,0.00456387877784655,3.71195798890837,2.25778115405603e-09,0.00228194051781385,5.43522413693038
"212","Penk",-1.03643011554228,0.00968794754292469,1.31224456950954,0.00147890718046399,0.00558342736169434,2.34867468505182
"213","Perp",-2.21003695142081,0.0342180175456354,3.29158801273734,4.61049965306172e-06,0.0171113140226442,5.50162496415815
"214","Pfkfb1",-2.29065782867536,0.0333895592227479,1.45550644778058,0.0144437526886202,0.0239166559556841,3.74616427645594
"215","Phgdh",-1.24941486915025,4.39344928979634e-13,2.02729632599192,6.9930775774983e-22,2.19672464839471e-13,3.27671119514217
"216","Phldb3",2.34267396683524,0.0115515395431602,-2.39870925807432,2.10983429721535e-05,0.0057863189430662,4.74138322490956
"217","Pidd1",-1.61055706156638,0.0062265667916342,1.87405709714891,7.47105335502833e-07,0.00311365694848485,3.4846141587153
"218","Pigw",-1.09641441347604,0.00256447932794662,1.83405183840666,0.000134318967272545,0.00134939914760958,2.9304662518827
